,date_live_nk,category_sk,listing_sk,user_sk_encrypted,replies,successful_replies,average_conversation_length,first_reply_date,last_reply_date
501,2017-09-14,olx|mea|za|362|378,olx|mea|za|1051404246,2248489572d55bfe846e578bc5bd7264,2.0,0.0,1.0,2017-09-14,2017-09-14
502,2017-08-29,olx|mea|za|800|870,olx|mea|za|1051167428,867df4dd7cd0fcf1cc03bf3011c90efd,1.0,0.0,1.0,2017-09-14,2017-09-14
503,2017-07-12,olx|mea|za|362|378,olx|mea|za|1050492759,5a66234e28c88b38e9e4bf6aecdfea3f,1.0,0.0,1.0,2017-09-15,2017-09-15
504,2017-09-16,olx|mea|za|800|802,olx|mea|za|1051429399,8ffb736de8ed39bfa35cccac56da5e17,1.0,1.0,3.0,2017-09-17,2017-09-17
505,2017-07-06,olx|mea|za|815|816,olx|mea|za|1050396535,5974288250739d73dc2bd196b9095b30,1.0,0.0,1.0,2017-09-15,2017-09-15
506,2017-07-09,olx|mea|za|800|801,olx|mea|za|1050443695,75d8588b088e3a16eb02972ca64aff94,1.0,0.0,3.0,2017-09-14,2017-09-14
507,2017-09-11,olx|mea|za|362|378,olx|mea|za|1051343204,30e1cc3b7a0f3525ebbadbc4cccd827f,1.0,0.0,1.0,2017-09-15,2017-09-15
508,2017-08-08,olx|mea|za|800|802,olx|mea|za|1050880688,ecc33a12286164f35eea631f088e265e,2.0,0.0,1.0,2017-09-14,2017-09-17
509,2017-09-17,olx|mea|za|362|378,olx|mea|za|1051435045,6f848e7e8dfb0604a6c93126376ad3c2,1.0,1.0,1.0,2017-09-20,2017-09-20
510,2017-08-16,olx|mea|za|362|378,olx|mea|za|1050987864,b48ebb5999972d5747c2071ac808ecd9,1.0,0.0,1.0,2017-09-17,2017-09-17
511,2017-09-10,olx|mea|za|800|801,olx|mea|za|1051323110,d918dbd8d27afb2c4fa1f04903b745a0,1.0,1.0,5.0,2017-09-14,2017-09-14
512,2017-09-20,olx|mea|za|16|363,olx|mea|za|1051479448,cff2bbe20cc109015cc0c74e84786a8c,2.0,2.0,1.0,2017-09-20,2017-09-21
513,2017-09-13,olx|mea|za|815|817,olx|mea|za|1051367464,1e16e566377deb27c6ad162c151f5967,1.0,0.0,1.0,2017-09-21,2017-09-21
514,2017-09-21,olx|mea|za|16|301,olx|mea|za|1051502310,8e3a4043576c8f7107b1344fef1b5c4e,2.0,0.0,1.0,2017-09-21,2017-09-21
515,2017-08-27,olx|mea|za|800|801,olx|mea|za|1051137896,17e9bc4ed250cfaa64597624ab10bc0d,2.0,1.0,2.0,2017-09-14,2017-09-19
516,2017-09-12,olx|mea|za|800|801,olx|mea|za|1051354428,bfdd1e00ccc6e010684064ef63f8a3ca,1.0,0.0,2.0,2017-09-17,2017-09-17
517,2017-09-11,olx|mea|za|185|211,olx|mea|za|1051345244,1b6cda02ea53d92eb6e185b79f8bc427,1.0,1.0,4.0,2017-09-14,2017-09-14
518,2017-08-06,olx|mea|za|806|808,olx|mea|za|1050853372,8780e5e4b462f98aa563886db58c5da7,1.0,0.0,1.0,2017-09-21,2017-09-21
519,2017-09-11,olx|mea|za|362|378,olx|mea|za|1051328634,6dd84df256dd598b19128f34f8cd120e,2.0,2.0,3.0,2017-09-15,2017-09-18
520,2017-08-01,olx|mea|za|5170|5173,olx|mea|za|1050790880,c56ca1e9b7da768940a0a453a47a4348,2.0,1.0,2.0,2017-09-17,2017-09-18
521,2017-09-20,olx|mea|za|16|363,olx|mea|za|1051480953,3469fc39dd1e44798545b420b23de55c,1.0,0.0,1.0,2017-09-21,2017-09-21
522,2017-09-16,olx|mea|za|362|378,olx|mea|za|1051422770,aeb5eec7072bd74195b0da4cfd7a8b97,2.0,1.0,2.0,2017-09-16,2017-09-17
523,2017-09-01,olx|mea|za|362|378,olx|mea|za|1051208986,a4ea751605522df7d3d5de9aebd6737a,2.0,0.0,1.0,2017-09-15,2017-09-20
524,2017-09-21,olx|mea|za|800|801,olx|mea|za|1051506493,f0ef2a4bca927019e09827b5bf009b20,1.0,0.0,1.0,2017-09-21,2017-09-21
525,2017-08-24,olx|mea|za|800|870,olx|mea|za|1051099340,47467f8c5ef82764112e3552253cec3d,1.0,0.0,1.0,2017-09-16,2017-09-16
526,2017-08-16,olx|mea|za|362|378,olx|mea|za|1050995378,603235bbbdf73468756a6f8ab5b3b91c,1.0,0.0,1.0,2017-09-15,2017-09-15
527,2017-08-09,olx|mea|za|362|377,olx|mea|za|1050894140,778410cf47d5cc9c424a0b83da246209,1.0,0.0,1.0,2017-09-20,2017-09-20
528,2017-09-21,olx|mea|za|362|378,olx|mea|za|1051498437,07571a02b5fbca74662ea44e0547408f,2.0,2.0,3.0,2017-09-21,2017-09-21
529,2017-09-18,olx|mea|za|362|377,olx|mea|za|1051443050,143cae45f43f4618b92f8fcbe3dcd25c,1.0,1.0,4.0,2017-09-18,2017-09-18
530,2017-08-14,olx|mea|za|853|856,olx|mea|za|1050958846,83c0e64a42e4d47f5bd68fdac6c9aab8,1.0,1.0,1.0,2017-09-15,2017-09-15
531,2017-07-20,olx|mea|za|362|377,olx|mea|za|1050617795,9f6aa52e4a9ae6213a2f8757e1aeb9f0,1.0,0.0,1.0,2017-09-19,2017-09-19
532,2017-09-18,olx|mea|za|362|378,olx|mea|za|1051449056,3ea9ce49bd1690a1f30713242d5c1079,5.0,5.0,11.0,2017-09-18,2017-09-18
533,2017-07-28,olx|mea|za|362|378,olx|mea|za|1050744576,020775b80a84e32cdd735bb58a148dc3,1.0,0.0,2.0,2017-09-15,2017-09-15
534,2017-08-17,olx|mea|za|600|602,olx|mea|za|1051009967,3e52aac7c2b0301e957f0e1d62bc8c62,1.0,0.0,1.0,2017-09-21,2017-09-21
535,2017-08-12,olx|mea|za|806|809,olx|mea|za|1050934996,57f61f504f659531f2305156e53e5c5e,1.0,0.0,1.0,2017-09-14,2017-09-14
536,2017-09-19,olx|mea|za|806|807,olx|mea|za|1051470479,a23aa1ab5db0b15634358e5ff573280f,2.0,0.0,1.0,2017-09-19,2017-09-21
537,2017-09-15,olx|mea|za|800|803,olx|mea|za|1051414878,31219587fee56e384a17d4c50dfd49d5,2.0,0.0,1.0,2017-09-17,2017-09-18
538,2017-09-15,olx|mea|za|800|801,olx|mea|za|1051411768,a36fb5ba4f3bab7b30ec28a2e5b7fade,2.0,0.0,1.0,2017-09-15,2017-09-15
539,2017-09-19,olx|mea|za|800|912,olx|mea|za|1051461320,f523251f7a3607c2a3a974098c268115,2.0,0.0,1.0,2017-09-19,2017-09-19
540,2017-09-19,olx|mea|za|800|801,olx|mea|za|1051471723,9b66f26265cd9bf18c6510cdde24364d,2.0,2.0,2.0,2017-09-19,2017-09-21
541,2017-09-12,olx|mea|za|362|378,olx|mea|za|1051354833,2d2724f981fed41130d54333a975fcb9,1.0,1.0,2.0,2017-09-19,2017-09-19
542,2017-09-04,olx|mea|za|800|912,olx|mea|za|1051241509,2240f6158c0f6c8b849d0b33dbafb793,1.0,1.0,4.0,2017-09-18,2017-09-18
543,2017-09-14,olx|mea|za|362|378,olx|mea|za|1051405281,9d6bbe91f2aed98b1aa508e9d48a8d27,3.0,3.0,2.0,2017-09-16,2017-09-20
544,2017-08-06,olx|mea|za|600|602,olx|mea|za|1050855277,eab9e50260e99339e89d3198bccdd8af,1.0,0.0,1.0,2017-09-17,2017-09-17
545,2017-07-25,olx|mea|za|362|377,olx|mea|za|1050690278,761199e28267cbc6b074b3e16692bc40,1.0,1.0,10.0,2017-09-15,2017-09-15
546,2017-08-30,olx|mea|za|800|804,olx|mea|za|1051173298,22d0cf29b1011b71d881e5ea9022d9a6,1.0,0.0,1.0,2017-09-14,2017-09-14
547,2017-08-21,olx|mea|za|806|807,olx|mea|za|1051049985,1329b8a92c2dcf63e5e88f31cbd37ac4,1.0,1.0,5.0,2017-09-19,2017-09-19
548,2017-09-06,olx|mea|za|185|243,olx|mea|za|1051272769,ed2e46cc6e8b8ae74b35fd882a2f0787,1.0,1.0,2.0,2017-09-14,2017-09-14
549,2017-07-29,olx|mea|za|800|805,olx|mea|za|1050751174,8d309970b377316e71906ef4af1b39ec,2.0,2.0,4.0,2017-09-15,2017-09-21
550,2017-09-21,olx|mea|za|362|378,olx|mea|za|1051501495,37a9c45df1b3553d59f05cfbd82d5abd,1.0,0.0,1.0,2017-09-21,2017-09-21
551,2017-09-13,olx|mea|za|800|801,olx|mea|za|1051367334,5f621b284464857c9253cab2e6609442,2.0,1.0,2.0,2017-09-15,2017-09-20
552,2017-09-14,olx|mea|za|362|378,olx|mea|za|1051405935,c0263e9fede0c1e9765626721be3cde5,2.0,1.0,1.0,2017-09-15,2017-09-19
553,2017-09-20,olx|mea|za|362|378,olx|mea|za|1051492192,7230ee8a9e6bb860bfe74ba89c5b47f0,1.0,1.0,1.0,2017-09-21,2017-09-21
554,2017-09-19,olx|mea|za|362|377,olx|mea|za|1051464340,a224092d69951a99ecadae3559b5e587,1.0,1.0,2.0,2017-09-19,2017-09-19
555,2017-09-06,olx|mea|za|800|870,olx|mea|za|1051270095,3d280cbafeea3bb848b11f8496cb2317,4.0,4.0,3.0,2017-09-14,2017-09-21
556,2017-08-29,olx|mea|za|362|378,olx|mea|za|1051165026,798661a1dd200e07b074eccc1fe25d4c,2.0,0.0,1.0,2017-09-19,2017-09-21
557,2017-09-20,olx|mea|za|362|378,olx|mea|za|1051494251,5047143ceec0eaf025a15056e8dd3355,1.0,0.0,1.0,2017-09-20,2017-09-20
558,2017-09-18,olx|mea|za|800|801,olx|mea|za|1051447709,463a75bf8ff085b01e42408e4f9c5a35,4.0,2.0,2.0,2017-09-19,2017-09-21
559,2017-08-11,olx|mea|za|362|378,olx|mea|za|1050925293,a8b4a5e00af42b288eee700b7ea2fa9c,1.0,0.0,1.0,2017-09-17,2017-09-17
560,2017-09-12,olx|mea|za|362|378,olx|mea|za|1051362953,16fec5fef171157d05ff06631ac7a91d,1.0,0.0,1.0,2017-09-16,2017-09-16
561,2017-07-15,olx|mea|za|800|804,olx|mea|za|1050547210,eb0ef10aea751e33c7a750ff45fd187e,9.0,0.0,1.0,2017-09-14,2017-09-20
562,2017-08-07,olx|mea|za|362|378,olx|mea|za|1050870280,7b41c44b505b50ace61faf80d5cf9b1c,1.0,0.0,1.0,2017-09-14,2017-09-14
563,2017-09-19,olx|mea|za|806|910,olx|mea|za|1051457909,8188d878176897352b066c4493a299d4,2.0,2.0,1.0,2017-09-20,2017-09-20
564,2017-09-19,olx|mea|za|800|912,olx|mea|za|1051468834,24a5241ecc9c56d571fd27e8be6e4dee,1.0,1.0,1.0,2017-09-21,2017-09-21
565,2017-09-19,olx|mea|za|362|378,olx|mea|za|1051471878,1065b2dec6df723fee4c32f9d35d7752,2.0,0.0,1.0,2017-09-20,2017-09-20
566,2017-07-20,olx|mea|za|362|378,olx|mea|za|1050630779,0564f49a9e111f0cd1b5f104fc4bfbd9,2.0,0.0,1.0,2017-09-16,2017-09-19
567,2017-08-21,olx|mea|za|806|807,olx|mea|za|1051049060,78c7bf78bd49f9860da5be10f58037de,1.0,0.0,2.0,2017-09-20,2017-09-20
568,2017-07-27,olx|mea|za|600|604,olx|mea|za|1050718379,a8b5b63ff2678a58190f785330477419,1.0,0.0,1.0,2017-09-15,2017-09-15
569,2017-07-26,olx|mea|za|800|803,olx|mea|za|1050704472,bfdb0b6a7d59355697758036c56156d1,1.0,1.0,6.0,2017-09-19,2017-09-19
570,2017-08-05,olx|mea|za|362|377,olx|mea|za|1050849017,4e08370b330246b0ab6df7c053ebe6d4,1.0,1.0,3.0,2017-09-16,2017-09-16
571,2017-08-09,olx|mea|za|16|367,olx|mea|za|1050899665,e9456c65c1be304a2069d16445adb47d,1.0,1.0,4.0,2017-09-18,2017-09-18
572,2017-08-12,olx|mea|za|185|243,olx|mea|za|1050934677,d60388538cf641c5b7730a614ff5f9ca,1.0,0.0,2.0,2017-09-19,2017-09-19
573,2017-08-09,olx|mea|za|362|378,olx|mea|za|1050894213,0efe7b0a0906b24232da3d054daa4712,1.0,1.0,1.0,2017-09-18,2017-09-18
574,2017-08-17,olx|mea|za|362|378,olx|mea|za|1051010371,87c31e49f22c7d78264ec9d7380eced5,1.0,1.0,2.0,2017-09-18,2017-09-18
575,2017-09-04,olx|mea|za|16|363,olx|mea|za|1051234465,dcb12fe040ca6749d0773dd43f45b544,1.0,1.0,5.0,2017-09-16,2017-09-16
576,2017-07-18,olx|mea|za|811|814,olx|mea|za|1050582146,3fb5c2e2ca180546e975c36049f6f055,1.0,0.0,1.0,2017-09-16,2017-09-16
577,2017-08-28,olx|mea|za|800|801,olx|mea|za|1051148601,240b803245e95ca644dbe8878cd3a75a,1.0,0.0,1.0,2017-09-20,2017-09-20
578,2017-09-12,olx|mea|za|191|207,olx|mea|za|1051363568,affe2df10f5451b97f117e157437d420,1.0,1.0,4.0,2017-09-14,2017-09-14
579,2017-08-01,olx|mea|za|362|378,olx|mea|za|1050791836,029c4ff8aac6cf0599005fbcf05ac5a5,1.0,0.0,1.0,2017-09-15,2017-09-15
580,2017-09-11,olx|mea|za|800|801,olx|mea|za|1051342104,8888c53b5eca79ebfce78c602e78ea01,5.0,5.0,7.0,2017-09-14,2017-09-20
581,2017-08-25,olx|mea|za|362|378,olx|mea|za|1051116415,eb80c5eecdceea402781f39316cdd225,1.0,0.0,1.0,2017-09-19,2017-09-19
582,2017-08-18,olx|mea|za|362|379,olx|mea|za|1051021209,1a5a7cb628ae227e5632fdb6c8f5e037,1.0,1.0,2.0,2017-09-18,2017-09-18
583,2017-09-19,olx|mea|za|800|805,olx|mea|za|1051471978,1474fc21b99a352739d028d0a1a37eb2,4.0,0.0,1.0,2017-09-19,2017-09-21
584,2017-09-19,olx|mea|za|800|912,olx|mea|za|1051472090,f114518719ce75dbfa02678383f8016c,1.0,0.0,1.0,2017-09-19,2017-09-19
585,2017-09-21,olx|mea|za|362|377,olx|mea|za|1051497913,b73526d1efb892202f42f543592aae9f,1.0,1.0,3.0,2017-09-21,2017-09-21
586,2017-09-21,olx|mea|za|800|801,olx|mea|za|1051500800,851ece3a2e82e3d6fc3464529d8a6883,3.0,2.0,1.0,2017-09-21,2017-09-21
587,2017-09-18,olx|mea|za|362|378,olx|mea|za|1051450526,21f5e86c7bba33bf736d9e7f2723a23a,2.0,0.0,1.0,2017-09-18,2017-09-18
588,2017-08-21,olx|mea|za|806|807,olx|mea|za|1051048995,a799656af4cf5d6e9383243d3cddda51,1.0,0.0,1.0,2017-09-15,2017-09-15
589,2017-08-16,olx|mea|za|806|807,olx|mea|za|1050996842,c9ee05f29ad97979eda623a6f4d24220,1.0,1.0,1.0,2017-09-21,2017-09-21
590,2017-09-19,olx|mea|za|362|378,olx|mea|za|1051456439,6cdeda361888600b83ffcd7323b07af6,1.0,1.0,2.0,2017-09-19,2017-09-19
591,2017-09-19,olx|mea|za|800|801,olx|mea|za|1051460288,41086ecf00001b4375e45362476ea2b9,3.0,0.0,1.0,2017-09-19,2017-09-21
592,2017-09-04,olx|mea|za|362|378,olx|mea|za|1051242094,ddee59bc5803ecbbea39d147cd4f6634,3.0,0.0,1.0,2017-09-14,2017-09-20
593,2017-09-20,olx|mea|za|362|377,olx|mea|za|1051490232,f00bfab9597b203fbd18f20d4803e4d8,1.0,1.0,5.0,2017-09-20,2017-09-20
594,2017-09-13,olx|mea|za|362|378,olx|mea|za|1051368273,a3c666a1dc76768e90721754cfac4caa,2.0,1.0,1.0,2017-09-16,2017-09-17
595,2017-09-13,olx|mea|za|600|602,olx|mea|za|1051360502,f570d6864d1faed18b8e9cd9c27baeca,4.0,3.0,2.0,2017-09-14,2017-09-15
596,2017-08-08,olx|mea|za|800|803,olx|mea|za|1050888948,6fb38e25fd5067a954a7e4ace877466f,1.0,0.0,1.0,2017-09-21,2017-09-21
597,2017-09-14,olx|mea|za|362|378,olx|mea|za|1051393980,51d9fd4842bb270c5745550f930cffca,8.0,0.0,1.0,2017-09-14,2017-09-18
598,2017-09-21,olx|mea|za|362|378,olx|mea|za|1051499264,65ef495159241d0ee253fccb206000ee,2.0,0.0,1.0,2017-09-21,2017-09-21
599,2017-09-05,olx|mea|za|806|910,olx|mea|za|1051244185,84805e21e124bf79a0f16e44113f30de,6.0,3.0,1.0,2017-09-14,2017-09-18
600,2017-09-15,olx|mea|za|362|378,olx|mea|za|1051409922,5465907c1e764e3a2a176c69dd14bf2a,2.0,0.0,1.0,2017-09-15,2017-09-16
601,2017-09-17,olx|mea|za|362|376,olx|mea|za|1051434297,303e283325bda106322c177c770ebad8,1.0,1.0,1.0,2017-09-18,2017-09-18
602,2017-09-13,olx|mea|za|191|647,olx|mea|za|1051368477,e10b026f73237a4a928af9d7411d62ba,1.0,1.0,1.0,2017-09-14,2017-09-14
603,2017-09-06,olx|mea|za|362|378,olx|mea|za|1051273224,8a42c68902f190c7f7725e4fd46b980f,2.0,1.0,3.0,2017-09-18,2017-09-21
604,2017-08-24,olx|mea|za|881|899,olx|mea|za|1051096047,8f3f47676bbef061d955f77b24df9a27,1.0,0.0,1.0,2017-09-17,2017-09-17
605,2017-09-08,olx|mea|za|362|378,olx|mea|za|1051291904,58d95c92d041decd2bdfd99975e1f30f,1.0,0.0,1.0,2017-09-18,2017-09-18
606,2017-08-29,olx|mea|za|800|801,olx|mea|za|1051169519,7ce3e8ea3dab8052ffe6af89d3edb8c0,1.0,0.0,1.0,2017-09-18,2017-09-18
607,2017-09-19,olx|mea|za|362|379,olx|mea|za|1051458186,9cd55d9dae63cf0466a4a4d51dd84b7a,1.0,1.0,8.0,2017-09-20,2017-09-20
608,2017-09-03,olx|mea|za|800|803,olx|mea|za|1051220772,7569a4c30a4bd6a8c14240aa60a43f98,1.0,0.0,1.0,2017-09-21,2017-09-21
609,2017-08-31,olx|mea|za|806|808,olx|mea|za|1051187186,c8b5bd7d9cab4657f1c7e1563f78c4c8,1.0,1.0,1.0,2017-09-17,2017-09-17
610,2017-09-18,olx|mea|za|800|802,olx|mea|za|1051448642,189826d15d4cb20bfc422d289ce8fb70,2.0,0.0,1.0,2017-09-18,2017-09-18
611,2017-09-14,olx|mea|za|800|802,olx|mea|za|1051388480,bd18e99c59aecce91f6c9fa8afb9cdf5,1.0,1.0,5.0,2017-09-14,2017-09-14
612,2017-09-13,olx|mea|za|362|378,olx|mea|za|1051366756,ef8a32637f447b34404c4f6771256a0f,1.0,1.0,1.0,2017-09-20,2017-09-20
613,2017-07-21,olx|mea|za|881|899,olx|mea|za|1050639978,014f10fd59b5b8611c4c05c2352d2b31,1.0,1.0,5.0,2017-09-17,2017-09-17
614,2017-07-30,olx|mea|za|806|807,olx|mea|za|1050763965,79660d91abd6d5e2ee7afa6ef2649d16,1.0,0.0,1.0,2017-09-19,2017-09-19
615,2017-09-21,olx|mea|za|362|378,olx|mea|za|1051505046,af572f2f48c5439487371d9dbc33d022,1.0,1.0,1.0,2017-09-21,2017-09-21
616,2017-09-16,olx|mea|za|362|378,olx|mea|za|1051427920,a865e8099c3a457757c36b801e99e1f3,3.0,0.0,1.0,2017-09-16,2017-09-20
617,2017-09-13,olx|mea|za|881|899,olx|mea|za|1051384570,bb8fe3d54d889d10adc455df4c513d6e,1.0,1.0,3.0,2017-09-14,2017-09-14
618,2017-09-16,olx|mea|za|853|856,olx|mea|za|1051426931,8b11f979095581d0cf67d7be0a15e4ac,1.0,0.0,1.0,2017-09-20,2017-09-20
619,2017-09-07,olx|mea|za|362|377,olx|mea|za|1051283542,8b39285a04f8b0f97a0125bc8cd4a427,1.0,1.0,2.0,2017-09-19,2017-09-19
620,2017-09-14,olx|mea|za|800|912,olx|mea|za|1051404610,b24b55082d69a3fbe8edc3e75c11c5ee,1.0,1.0,5.0,2017-09-19,2017-09-19
621,2017-09-04,olx|mea|za|362|378,olx|mea|za|1051230022,2d46bd2f0d823048d90970aec125fd63,2.0,0.0,1.0,2017-09-14,2017-09-16
622,2017-09-16,olx|mea|za|800|802,olx|mea|za|1051429192,988a482c3d512a2b8abfcdcdffee1323,2.0,2.0,3.0,2017-09-17,2017-09-18
623,2017-09-04,olx|mea|za|806|807,olx|mea|za|1051228995,7094353d69a50f5b09b5931cc97a35b6,1.0,0.0,1.0,2017-09-20,2017-09-20
624,2017-09-05,olx|mea|za|806|808,olx|mea|za|1051248140,b543f512951c3157d0c8107cbe0332ea,1.0,0.0,1.0,2017-09-17,2017-09-17
625,2017-09-15,olx|mea|za|362|378,olx|mea|za|1051406955,a6331eae0c7ffa83a239780f98a45694,1.0,1.0,2.0,2017-09-16,2017-09-16
626,2017-08-29,olx|mea|za|800|805,olx|mea|za|1051162593,65e69f401274a48de53f390050750d01,1.0,1.0,2.0,2017-09-18,2017-09-18
627,2017-08-07,olx|mea|za|362|378,olx|mea|za|1050870611,04e42f300de417cbc1298fa723ea945a,2.0,0.0,1.0,2017-09-17,2017-09-19
628,2017-08-02,olx|mea|za|806|910,olx|mea|za|1050805145,7cfdd7f5a2df750e1d3439dea8955437,1.0,0.0,1.0,2017-09-21,2017-09-21
629,2017-09-19,olx|mea|za|362|378,olx|mea|za|1051469575,9001f0f08dfd44051fcf3cc000ca2585,2.0,0.0,1.0,2017-09-19,2017-09-21
630,2017-09-08,olx|mea|za|853|856,olx|mea|za|1051292763,57e55431dde01cbe3d5119c810cfe8d5,2.0,2.0,6.0,2017-09-16,2017-09-18
631,2017-09-08,olx|mea|za|800|803,olx|mea|za|1051304047,9ed3a8ae248cff8417b3f148a5e4bd81,1.0,0.0,1.0,2017-09-19,2017-09-19
632,2017-08-28,olx|mea|za|16|301,olx|mea|za|1051142973,216982062eaf1ee4399b4679ace6db2c,1.0,1.0,1.0,2017-09-20,2017-09-20
633,2017-08-28,olx|mea|za|362|377,olx|mea|za|1051140736,d36caa07b89dd70878ff87e35a8835aa,1.0,1.0,1.0,2017-09-19,2017-09-19
634,2017-07-05,olx|mea|za|881|882,olx|mea|za|1050347438,59281449c87d10699efc36103c093355,1.0,1.0,4.0,2017-09-17,2017-09-17
635,2017-09-18,olx|mea|za|815|819,olx|mea|za|1051453778,3107fdb21d257f7e75c27e8a150acfc6,2.0,2.0,2.0,2017-09-18,2017-09-18
636,2017-09-21,olx|mea|za|362|378,olx|mea|za|1051499180,57b2f1af31688e849266d0dd623d45de,1.0,0.0,1.0,2017-09-21,2017-09-21
637,2017-07-07,olx|mea|za|185|214,olx|mea|za|1050418463,79ce48a32b170a06cfd1e4ddb0c58eb3,1.0,0.0,4.0,2017-09-21,2017-09-21
638,2017-09-07,olx|mea|za|800|801,olx|mea|za|1051281580,7b269cae3884642409722f11e9d446c3,1.0,0.0,2.0,2017-09-19,2017-09-19
639,2017-09-13,olx|mea|za|800|802,olx|mea|za|1051379159,6fd48252aacf8fed707c5c1e894b23af,5.0,0.0,1.0,2017-09-14,2017-09-20
640,2017-09-21,olx|mea|za|806|807,olx|mea|za|1051500032,8391c535330b373091b592ac311d1c40,1.0,1.0,3.0,2017-09-21,2017-09-21
641,2017-09-12,olx|mea|za|185|214,olx|mea|za|1051353755,08370e84a4072d1349a52e0e51426e08,1.0,1.0,4.0,2017-09-20,2017-09-20
642,2017-09-12,olx|mea|za|362|417,olx|mea|za|1051356369,2f88ca987616344d632006c399a76aab,1.0,1.0,1.0,2017-09-14,2017-09-14
643,2017-08-27,olx|mea|za|800|801,olx|mea|za|1051136711,fbafb721f52ac3e8354656debeb967c0,3.0,0.0,1.0,2017-09-15,2017-09-18
644,2017-09-11,olx|mea|za|806|809,olx|mea|za|1051335975,9eaede43ad3b292bccf3b84fa5b75156,1.0,1.0,2.0,2017-09-19,2017-09-19
645,2017-08-06,olx|mea|za|800|802,olx|mea|za|1050853724,41756b748052a63b48150d67a5ec6f29,4.0,0.0,1.0,2017-09-15,2017-09-20
646,2017-07-19,olx|mea|za|362|416,olx|mea|za|1050603340,3fb6790219477ce3fbabe6ce91e282b9,1.0,0.0,2.0,2017-09-14,2017-09-14
647,2017-09-01,olx|mea|za|806|809,olx|mea|za|1051206186,c9d993f76dd2431672c4a1580d45abbb,1.0,1.0,5.0,2017-09-18,2017-09-18
648,2017-09-05,olx|mea|za|815|817,olx|mea|za|1051243156,a51b8c104abd0ea5ca0291b6495ac5a3,1.0,0.0,2.0,2017-09-14,2017-09-14
649,2017-08-16,olx|mea|za|800|805,olx|mea|za|1050987387,69d03ec26304a5a9fc15008fe21bb814,1.0,1.0,5.0,2017-09-14,2017-09-14
650,2017-09-16,olx|mea|za|362|378,olx|mea|za|1051427467,cce34d45ed3c5502dfe25320c084b8d1,1.0,1.0,2.0,2017-09-16,2017-09-16
651,2017-07-20,olx|mea|za|806|807,olx|mea|za|1050626395,08370e84a4072d1349a52e0e51426e08,1.0,1.0,5.0,2017-09-19,2017-09-19
652,2017-08-30,olx|mea|za|806|808,olx|mea|za|1051180382,2539dd21e081ce87ee75058d81e17452,2.0,0.0,1.0,2017-09-14,2017-09-19
653,2017-09-14,olx|mea|za|362|377,olx|mea|za|1051392404,67f0b0e33efe539d1d04edcf7c621273,1.0,1.0,4.0,2017-09-15,2017-09-15
654,2017-08-14,olx|mea|za|5170|5172,olx|mea|za|1050952787,75d02fac2e98b8ce64a59bee46c4f763,1.0,1.0,3.0,2017-09-17,2017-09-17
655,2017-08-02,olx|mea|za|362|378,olx|mea|za|1050796291,d038b99269645be59414047096715b91,1.0,0.0,1.0,2017-09-19,2017-09-19
656,2017-08-20,olx|mea|za|362|378,olx|mea|za|1051041196,d003ec07b52fb1ab5c8cf8d8f4c31859,1.0,0.0,2.0,2017-09-20,2017-09-20
657,2017-09-21,olx|mea|za|800|801,olx|mea|za|1051505887,c5b7f1ff780cdb4b89a3369cf669c416,6.0,6.0,5.0,2017-09-21,2017-09-21
658,2017-07-05,olx|mea|za|800|801,olx|mea|za|1050366756,ea0c450ae9a8cd8836b27f1a1c86eb52,1.0,0.0,1.0,2017-09-20,2017-09-20
659,2017-08-29,olx|mea|za|362|378,olx|mea|za|1051164963,ece65e895a32a9398fdd90a09e43bb67,1.0,0.0,1.0,2017-09-15,2017-09-15
660,2017-09-16,olx|mea|za|800|801,olx|mea|za|1051428003,4af4ab4d518e5f965f80a05918fe268c,2.0,1.0,1.0,2017-09-18,2017-09-19
661,2017-09-19,olx|mea|za|362|379,olx|mea|za|1051458119,8bbf0a2e63d799165ddfdcf0a7ef51a2,7.0,6.0,3.0,2017-09-19,2017-09-21
662,2017-09-11,olx|mea|za|800|801,olx|mea|za|1051328623,e10b5893cfef97d76e1fcdf60b416988,2.0,1.0,1.0,2017-09-16,2017-09-20
663,2017-08-30,olx|mea|za|600|887,olx|mea|za|1051174438,a5e33117869f04fbe00cc266cc91abd5,1.0,0.0,1.0,2017-09-21,2017-09-21
664,2017-09-19,olx|mea|za|800|801,olx|mea|za|1051465472,6e23042d26c0c8bfb970cd05d4ce2239,1.0,1.0,37.0,2017-09-19,2017-09-19
665,2017-09-05,olx|mea|za|800|801,olx|mea|za|1051251488,5caffa6837419423823eff5fd0cc474a,1.0,0.0,1.0,2017-09-15,2017-09-15
666,2017-08-07,olx|mea|za|362|377,olx|mea|za|1050860686,d32e37ed223d4407bd9f192016bdecbe,1.0,0.0,1.0,2017-09-17,2017-09-17
667,2017-08-19,olx|mea|za|800|801,olx|mea|za|1051029703,60985de599bc0c23b0ffdc39ff2ce50d,1.0,1.0,3.0,2017-09-19,2017-09-19
668,2017-09-18,olx|mea|za|806|808,olx|mea|za|1051452797,e550159c7a7233a8d98f41c26404454a,1.0,0.0,1.0,2017-09-18,2017-09-18
669,2017-08-01,olx|mea|za|806|807,olx|mea|za|1050785588,66168e863778f1a14e1410e63b2594df,1.0,0.0,1.0,2017-09-19,2017-09-19
